Experiment Name,Run Number,Start Time,Finish Time,Duration (s)
memory_medium,0,1746102519.1450367,1746102523.2338586,4.088821887969971
memory_medium,1,1746102531.3371208,1746102532.6289911,1.291870355606079
memory_medium,2,1746102544.2161546,1746102546.916865,2.7007105350494385
memory_medium,3,1746102558.2721543,1746102577.90958,19.637425661087036
memory_medium,4,1746102592.6045244,1746102594.7029505,2.098426103591919
memory_medium,5,1746102602.9904823,1746102605.3133278,2.322845458984375
memory_medium,6,1746102615.3678956,1746102618.1962473,2.8283517360687256
memory_medium,7,1746102628.4669487,1746102631.1484363,2.681487560272217
memory_medium,8,1746102644.233806,1746102652.5861723,8.35236644744873
memory_medium,9,1746102666.7779481,1746102668.2331676,1.4552195072174072
