Experiment Name,Run Number,Start Time,Finish Time,Duration (s)
memory_low,0,1744710360.911557,1744710361.2815256,0.3699686527252197
memory_low,1,1744710364.6073797,1744710364.9275103,0.3201305866241455
memory_low,2,1744710367.960865,1744710368.2765987,0.3157336711883545
memory_low,3,1744710372.4171708,1744710372.8046825,0.3875117301940918
memory_low,4,1744710377.099871,1744710377.6294196,0.5295486450195312
memory_low,5,1744710380.761507,1744710381.046424,0.28491687774658203
memory_low,6,1744710386.3122027,1744710386.7316768,0.41947412490844727
memory_low,7,1744710389.841966,1744710390.1148508,0.2728848457336426
memory_low,8,1744710394.6574287,1744710394.9225574,0.26512861251831055
memory_low,9,1744710398.4821136,1744710398.821198,0.3390843868255615
