Experiment Name,Run Number,Start Time,Finish Time,Duration (s)
io_long,0,1745307121.7059858,1745307373.2990434,251.5930576324463
io_long,1,1745307375.1649287,1745307573.5062973,198.34136867523193
io_long,2,1745307575.4292288,1745307744.331527,168.9022982120514
io_long,3,1745307746.1881902,1745307914.8688312,168.68064093589783
io_long,4,1745307916.761159,1745308085.2979987,168.53683972358704
io_long,5,1745308087.2098577,1745308254.5093024,167.29944467544556
io_long,6,1745308256.35888,1745308423.6432524,167.2843723297119
io_long,7,1745308425.4605172,1745308593.2347353,167.77421808242798
io_long,8,1745308596.2453332,1745308848.582916,252.33758282661438
io_long,9,1745308850.8286412,1745309073.4772532,222.6486120223999
