Experiment Name,Run Number,Start Time,Finish Time,Duration (s)
memory_medium,0,1747642572.0556746,1747642572.5039752,0.4483006000518799
memory_medium,1,1747642574.1645534,1747642574.7354937,0.5709402561187744
memory_medium,2,1747642575.9616532,1747642576.4027328,0.44107961654663086
memory_medium,3,1747642577.4090662,1747642577.9562225,0.5471563339233398
memory_medium,4,1747642578.9464016,1747642579.6857743,0.739372730255127
memory_medium,5,1747642580.6714094,1747642581.1157496,0.44434022903442383
memory_medium,6,1747642582.1276352,1747642582.5692601,0.44162487983703613
memory_medium,7,1747642583.5614142,1747642584.0026925,0.44127821922302246
memory_medium,8,1747642584.983016,1747642585.4323657,0.44934964179992676
memory_medium,9,1747642586.4172044,1747642586.865433,0.4482285976409912
