Experiment Name,Run Number,Start Time,Finish Time,Duration (s)
memory_long,0,1745397049.3471246,1745397074.9476428,25.600518226623535
memory_long,1,1745397088.7783287,1745397115.5239518,26.745623111724854
memory_long,2,1745397129.2817628,1745397151.9274516,22.645688772201538
memory_long,3,1745397166.3268242,1745397193.714987,27.388162851333618
memory_long,4,1745397207.862987,1745397228.8890777,21.026090621948242
memory_long,5,1745397242.1239178,1745397262.9337883,20.80987048149109
memory_long,6,1745397277.525833,1745397300.6098773,23.084044456481934
memory_long,7,1745397313.8956158,1745397340.4040356,26.50841975212097
memory_long,8,1745397354.7094004,1745397381.4820602,26.77265977859497
memory_long,9,1745397395.0542443,1745397430.133293,35.07904863357544
