Experiment Name,Run Number,Start Time,Finish Time,Duration (s)
memory_medium,0,1745397785.2979124,1745397788.8329687,3.5350563526153564
memory_medium,1,1745397800.633802,1745397802.47923,1.8454279899597168
memory_medium,2,1745397814.1120794,1745397821.9828246,7.8707451820373535
memory_medium,3,1745397832.4821079,1745397839.9044516,7.422343730926514
memory_medium,4,1745397853.703212,1745397855.5961134,1.8929014205932617
memory_medium,5,1745397866.535918,1745397873.027153,6.491235017776489
memory_medium,6,1745397884.75292,1745397886.8684635,2.1155436038970947
memory_medium,7,1745397898.9505148,1745397902.0172353,3.066720485687256
memory_medium,8,1745397913.9266484,1745397916.5710547,2.644406318664551
memory_medium,9,1745397928.8915272,1745397931.2963693,2.4048421382904053
