Experiment Name,Run Number,Start Time,Finish Time,Duration (s)
memory_long,0,1745323418.6480074,1745323445.096408,26.448400497436523
memory_long,1,1745323459.4983842,1745323488.0350442,28.536659955978394
memory_long,2,1745323502.5326738,1745323532.8530793,30.32040548324585
memory_long,3,1745323546.9594314,1745323580.985845,34.026413679122925
memory_long,4,1745323594.5604467,1745323624.5311656,29.97071886062622
memory_long,5,1745323638.0841503,1745323667.2415578,29.157407522201538
memory_long,6,1745323681.1715267,1745323715.58374,34.41221332550049
memory_long,7,1745323728.6734931,1745323759.7008169,31.027323722839355
memory_long,8,1745323774.4875655,1745323804.5898223,30.102256774902344
memory_long,9,1745323818.1554148,1745323846.2054439,28.050029039382935
