Experiment Name,Run Number,Start Time,Finish Time,Duration (s)
memory_medium,0,1745324518.4677083,1745324521.910513,3.4428045749664307
memory_medium,1,1745324534.5461233,1745324538.0384104,3.4922871589660645
memory_medium,2,1745324549.5235004,1745324552.5171015,2.993601083755493
memory_medium,3,1745324564.288553,1745324573.0804217,8.791868686676025
memory_medium,4,1745324583.5256424,1745324588.0277765,4.502134084701538
memory_medium,5,1745324599.5104167,1745324602.079954,2.5695371627807617
memory_medium,6,1745324614.4852881,1745324623.339225,8.853936910629272
memory_medium,7,1745324635.1730628,1745324642.2917438,7.118680953979492
memory_medium,8,1745324655.432376,1745324657.2643135,1.831937551498413
memory_medium,9,1745324668.7327092,1745324679.1630237,10.430314540863037
