Experiment Name,Run Number,Start Time,Finish Time,Duration (s)
memory_medium,0,1747647128.782061,1747647129.2849746,0.5029134750366211
memory_medium,1,1747647136.1368747,1747647141.3715558,5.234681129455566
memory_medium,2,1747647154.1320233,1747647157.9272277,3.7952044010162354
memory_medium,3,1747647165.2437835,1747647168.8692148,3.6254312992095947
memory_medium,4,1747647180.7614748,1747647184.5138702,3.7523953914642334
memory_medium,5,1747647194.3685899,1747647197.4392953,3.0707054138183594
memory_medium,6,1747647204.2789862,1747647205.5048578,1.2258715629577637
memory_medium,7,1747647214.9367328,1747647230.431393,15.494660139083862
memory_medium,8,1747647244.952037,1747647245.3997598,0.4477226734161377
memory_medium,9,1747647251.6221933,1747647254.7485287,3.126335382461548
