Experiment Name,Run Number,Duration (s)
memory_long,1,33.83197999000549
memory_long,2,26.452303886413574
memory_long,3,21.124810934066772
memory_long,4,29.372699975967407
memory_long,5,25.25414752960205
memory_long,6,26.209797382354736
memory_long,7,25.252432584762573
memory_long,8,23.67535972595215
memory_long,9,25.795218229293823
memory_long,10,23.685795307159424
memory_long,Average,26.0654545545578
